,Month,Rating,Type,Device Type,Country,Subscribers,Total Revenue
2422,Oct,3,Series,Tablet,USA,71880246,225136670.73462474
2423,Feb,4,Movie,Smart Tv,India,77038383,220306827.2528757
2424,Jan,4,Movie,Mobile,Canada,78683168,232444576.25358164
2425,Sep,3,Movie,Mobile,Germany,71501903,233884501.2069357
2426,Dec,5,Tv Show,Tablet,Canada,71962402,231503715.59445867
2427,Jun,5,Series,Mobile,Canada,72884375,227225335.6639663
2428,Mar,4,Tv Show,Mobile,Brazil,78792309,229956387.87666962
2429,Jun,5,Series,Tablet,Australia,76542091,239845921.97528088
2430,Jun,1,Tv Show,Smart Tv,Germany,71740637,239231834.577436
2431,Jan,3,Movie,Mobile,South Korea,78308822,220986707.96152845
2432,Feb,4,Movie,Smart Tv,Germany,78971319,221447623.59784332
2433,Feb,3,Series,Tablet,UK,72311609,239254882.00548947
2434,Sep,2,Series,Mobile,India,72652992,233040993.5473638
2435,Dec,2,Movie,Mobile,Canada,70385770,228809375.95459142
2436,Apr,2,Tv Show,Tablet,Canada,73966223,233519066.7558445
2437,Mar,1,Series,Mobile,South Korea,70751299,232954546.5701114
2438,May,3,Series,Smart Tv,South Korea,72135221,226121041.77795386
2439,Nov,3,Series,Smart Tv,Brazil,71423146,221451070.680131
2440,Jun,5,Movie,Smart Tv,USA,79587580,229007811.9436177
2441,Jan,3,Tv Show,Mobile,Brazil,73146904,220062073.31139398
2442,Nov,4,Series,Mobile,Germany,72517933,222307321.48797098
2443,Jun,3,Movie,Tablet,South Korea,76660432,232110160.74863297
2444,May,1,Tv Show,Tablet,USA,71845126,235596119.7306687
2445,May,5,Movie,Mobile,USA,78636057,239861490.84622875
2446,Oct,4,Tv Show,Mobile,UK,70139722,233603782.2550427
2447,Jul,5,Series,Tablet,Australia,79670218,233493326.3343125
2448,Jan,3,Movie,Mobile,India,70623264,238502905.8341549
2449,May,2,Movie,Tablet,USA,74807940,221368163.10321525
2450,Mar,1,Movie,Tablet,South Korea,70986206,221448058.2831488
2451,Nov,5,Movie,Mobile,India,71936999,220542341.38284102
2452,May,5,Movie,Smart Tv,India,75394251,231085647.13052207
2453,Sep,4,Movie,Tablet,South Korea,76188091,223303557.9137644
2454,May,2,Series,Tablet,Canada,72749640,233633131.32295653
2455,Mar,3,Movie,Mobile,Brazil,70355592,229438535.56362516
2456,Aug,1,Tv Show,Tablet,USA,74588729,235886701.69475892
2457,Apr,2,Series,Smart Tv,USA,74398981,237594746.1476478
2458,Jul,5,Movie,Mobile,Japan,76524744,231499155.36678964
2459,Jan,3,Tv Show,Smart Tv,Japan,74073573,227372933.70172796
2460,Oct,4,Series,Tablet,Brazil,78542042,232666461.6317267
2461,Apr,3,Tv Show,Tablet,Canada,73744296,221013074.70520002
2462,Jun,3,Tv Show,Tablet,France,74996594,238891833.56797644
2463,Oct,1,Movie,Tablet,USA,77571920,222394732.11403185
2464,Jul,4,Tv Show,Smart Tv,Brazil,79465524,221372212.84449407
2465,Oct,5,Tv Show,Tablet,Japan,73577477,222476951.67667004
2466,Oct,1,Tv Show,Smart Tv,Brazil,76645921,235903748.53593725
2467,Oct,4,Movie,Mobile,Germany,78364780,238793962.10054106
2468,Jan,3,Tv Show,Mobile,South Korea,79675046,230894056.32844663
2469,Mar,2,Series,Tablet,UK,74821815,220168205.40612176
2470,Sep,1,Tv Show,Mobile,India,71842852,231753639.71268085
2471,Sep,2,Movie,Mobile,Germany,73479326,227116522.0834183
2472,Mar,3,Series,Smart Tv,South Korea,78480516,223348132.6477375
2473,Aug,5,Series,Smart Tv,South Korea,79790649,239307510.92234
2474,Jun,2,Movie,Tablet,South Korea,75355321,232512639.3893072
2475,Oct,3,Movie,Mobile,USA,75063734,227210829.26849666
2476,May,3,Tv Show,Mobile,Canada,71497100,233155220.87658176
2477,Sep,4,Series,Smart Tv,India,78082738,239550556.70324537
2478,Apr,1,Movie,Tablet,France,74523698,223217382.2523643
2479,Feb,3,Movie,Mobile,Australia,71308127,235913411.62737873
2480,Nov,5,Movie,Tablet,South Korea,74837943,229579999.7744251
2481,Apr,4,Movie,Tablet,Japan,74179587,238418268.2326193
2482,Jan,1,Movie,Smart Tv,Germany,73283687,239299563.40426826
2483,May,4,Movie,Mobile,Brazil,79933778,221808107.7312437
2484,Aug,4,Tv Show,Tablet,Brazil,75737942,223936282.3076136
2485,Feb,4,Movie,Tablet,Japan,75528007,228491604.10358778
2486,Jun,4,Movie,Tablet,Australia,79275644,228510220.59413403
2487,Feb,1,Movie,Mobile,Japan,75426599,238507590.74997613
2488,Jul,1,Movie,Smart Tv,South Korea,74255057,235650357.80201083
2489,Dec,1,Series,Smart Tv,Australia,70456281,230510840.45900282
2490,Sep,1,Series,Smart Tv,UK,79426098,232829542.30242303
2491,Aug,4,Series,Smart Tv,UK,73595641,220405615.13848957
2492,May,4,Series,Mobile,UK,76957545,238330113.2404632
2493,Dec,2,Movie,Mobile,India,73802241,230266182.6149675
2494,Dec,3,Series,Smart Tv,USA,79361907,224446566.8743934
2495,Jun,5,Movie,Smart Tv,Brazil,78590255,230189567.0552282
2496,Jan,1,Series,Tablet,Australia,76243573,221945992.88123566
2497,Dec,4,Series,Tablet,India,74101229,231648462.81347758
2498,May,2,Tv Show,Mobile,Canada,78291793,235940971.74013454
2499,Apr,5,Movie,Mobile,Australia,72090560,235727954.65088564
2500,Nov,4,Tv Show,Tablet,Australia,79642395,231606252.42799056
2501,Apr,3,Series,Tablet,Australia,73221440,238960060.36133215
2502,Dec,5,Movie,Tablet,France,71563906,236229166.94696146
2503,Dec,5,Series,Mobile,Australia,72056452,230269752.30158928
2504,Aug,4,Series,Tablet,Australia,71034592,222854071.2162614
2505,Jul,4,Movie,Tablet,France,72048257,221787326.8523369
2506,Aug,2,Series,Mobile,India,73338804,230118949.12020248
2507,Jun,1,Tv Show,Mobile,USA,78713333,227041235.70666036
2508,May,3,Movie,Mobile,India,77845194,225813119.68809238
2509,Sep,5,Series,Tablet,USA,75483615,226204832.96350804
2510,Jul,5,Movie,Mobile,Brazil,79938710,227368938.87295228
2511,Dec,5,Series,Mobile,France,79226526,237310997.60616362
2512,Oct,5,Movie,Mobile,USA,73881525,228895647.32089508
2513,Jan,2,Movie,Mobile,Australia,76611868,233847528.93768084
2514,Mar,5,Tv Show,Smart Tv,France,73277733,228311562.2254712
2515,Mar,3,Movie,Mobile,Japan,77576559,228992101.20835015
2516,Dec,3,Tv Show,Tablet,Germany,78282390,226597003.80489615
2517,Mar,4,Tv Show,Smart Tv,UK,73725715,225947929.13529497
2518,May,2,Movie,Smart Tv,Canada,79397699,236706109.18615893
2519,Feb,4,Movie,Tablet,Brazil,73415015,235699359.54474583
2520,Aug,1,Series,Smart Tv,India,72682563,220671084.62672943
2521,Sep,4,Tv Show,Tablet,India,77443388,220579411.35007957
2522,Mar,3,Tv Show,Mobile,Australia,70181042,237769746.1550112
2523,May,4,Tv Show,Smart Tv,South Korea,76863922,220725970.37109196
2524,Nov,5,Movie,Smart Tv,USA,73308441,221302303.57438758
2525,Jan,2,Series,Smart Tv,France,76575796,220201839.5243122
2526,Aug,3,Tv Show,Tablet,Canada,76110666,232135624.19871825
2527,May,2,Series,Smart Tv,Brazil,74356731,227901553.91999805
2528,Sep,5,Movie,Smart Tv,Japan,74445327,237704258.034444
2529,Nov,2,Movie,Smart Tv,India,77387657,232813996.6183016
2530,Nov,3,Tv Show,Tablet,India,76126929,228084854.83098146
2531,Jan,1,Movie,Mobile,UK,73509856,238555263.14697936
2532,Jul,4,Series,Tablet,Brazil,78776119,224111546.86281943
2533,Nov,5,Movie,Smart Tv,USA,79438845,237862864.97524634
2534,Jul,3,Tv Show,Smart Tv,Japan,71782138,236766897.621743
2535,May,5,Movie,Mobile,USA,79993100,233339919.2912593
2536,Mar,5,Tv Show,Smart Tv,India,72294280,221497240.13398117
2537,Aug,2,Tv Show,Smart Tv,Canada,70009113,225052229.09194842
2538,Jan,3,Series,Smart Tv,Brazil,79077757,228409424.2391226
2539,Apr,2,Tv Show,Smart Tv,Canada,72375094,222829907.91718304
2540,Jul,3,Tv Show,Mobile,India,74007134,228115152.55958334
2541,Dec,4,Series,Mobile,Japan,79959864,235141583.36857885
2542,Nov,4,Movie,Smart Tv,South Korea,76843834,221171956.59809616
2543,Mar,2,Series,Smart Tv,Australia,78323779,221688198.88942695
2544,Sep,2,Series,Tablet,Australia,71838296,220174985.2226868
2545,Dec,5,Movie,Tablet,Brazil,71590302,223955796.20475355
2546,Jan,1,Movie,Smart Tv,South Korea,72863444,229205379.57684398
2547,Nov,3,Tv Show,Mobile,Australia,76347869,237301446.3565094
2548,Nov,5,Tv Show,Smart Tv,Brazil,72868537,223080428.30824474
2549,Jun,3,Tv Show,Tablet,India,77024326,229445409.9281244
2550,Aug,4,Movie,Smart Tv,Japan,73333657,221837259.12466586
2551,Jan,2,Series,Mobile,South Korea,76186029,224645299.52890804
2552,Oct,1,Movie,Mobile,Germany,78849767,239703364.95528856
2553,Jun,5,Series,Tablet,South Korea,75492043,230212510.4644369
2554,Nov,1,Series,Tablet,Canada,78719591,231976844.0763268
2555,Sep,1,Movie,Mobile,USA,70034248,233297227.48385236
2556,Oct,1,Series,Tablet,Brazil,75583521,238981792.0547985
2557,Jun,3,Series,Mobile,USA,76568328,226078622.86605746
2558,Aug,3,Tv Show,Mobile,Australia,73654960,227998213.7883392
2559,Nov,1,Series,Tablet,South Korea,73500289,231694300.6457324
2560,Jul,5,Tv Show,Mobile,Brazil,77394170,233025386.70912346
2561,Sep,4,Series,Mobile,Canada,70823661,235519931.38549083
2562,Jun,2,Series,Tablet,Canada,78721494,225259798.62518278
2563,Jul,3,Series,Smart Tv,USA,70760494,233105792.9639733
2564,Aug,2,Series,Smart Tv,Japan,78797025,233964944.58972695
2565,Nov,5,Tv Show,Smart Tv,France,79601338,231633526.30592197
2566,Nov,3,Tv Show,Tablet,USA,71646074,230972792.29919145
2567,May,1,Series,Tablet,India,76003165,234840845.05302402
2568,Sep,1,Series,Mobile,South Korea,75206612,221372143.35766354
2569,Jul,3,Tv Show,Tablet,France,76528155,225741703.92629078
2570,Aug,2,Movie,Mobile,France,78044532,223528290.68029472
2571,Mar,1,Series,Smart Tv,Germany,78719971,225333177.6950211
2572,Aug,5,Movie,Tablet,UK,75699311,233215154.01237237
2573,Mar,3,Series,Mobile,Brazil,79549940,224705797.75251734
2574,Aug,4,Series,Tablet,Japan,77214281,225822728.1100801
2575,Feb,3,Series,Tablet,India,73309777,238018477.5985667
2576,Feb,4,Tv Show,Tablet,USA,77360847,225108308.52757707
2577,Feb,3,Series,Tablet,Canada,74141040,229167893.78353006
2578,Jul,2,Movie,Mobile,France,70371070,225114142.2395797
2579,Aug,1,Tv Show,Smart Tv,Brazil,76565763,221871771.31199545
2580,Aug,4,Movie,Smart Tv,India,74425481,230855941.52341282
2581,Jan,2,Movie,Tablet,Australia,74799035,228456521.80416676
2582,May,1,Series,Mobile,UK,74465755,229255498.19911653
2583,Apr,2,Tv Show,Mobile,Australia,72564757,228476010.20925283
2584,Dec,2,Movie,Tablet,Japan,79678873,221027443.58172536
2585,Mar,5,Series,Mobile,Germany,75339928,238910162.1670595
2586,Oct,5,Series,Mobile,Canada,73191845,229138988.48244035
2587,Jun,1,Series,Tablet,Japan,70477156,239127000.86790815
2588,Jan,5,Tv Show,Mobile,Brazil,79362879,234625055.02086753
2589,Sep,5,Tv Show,Mobile,Japan,77190147,230349102.71815863
2590,May,1,Series,Mobile,USA,76057741,229015773.2388615
2591,Feb,2,Tv Show,Mobile,Brazil,72341650,223383089.1708028
2592,Mar,4,Movie,Mobile,India,75265581,223031369.72995102
2593,Jun,5,Series,Tablet,USA,71067595,220159694.16011438
2594,Mar,5,Tv Show,Mobile,Australia,73262983,221164308.9402241
2595,Jun,3,Series,Mobile,France,78311545,233621875.4969896
2596,May,3,Movie,Tablet,Germany,71344948,221831975.7661971
2597,Sep,1,Tv Show,Tablet,South Korea,79994417,237727037.0386033
2598,Jul,5,Tv Show,Tablet,Australia,74706321,231868146.73709363
2599,Aug,2,Tv Show,Smart Tv,South Korea,77452262,238472320.65600678
2600,Jun,3,Movie,Smart Tv,UK,79213438,230967285.04834226
2601,Aug,3,Movie,Tablet,India,75442674,235659325.90716633
2602,May,5,Tv Show,Tablet,UK,70456883,237963442.71002972
2603,Apr,5,Series,Mobile,Canada,75505929,235645085.5233297
2604,Apr,1,Movie,Tablet,Germany,78378771,238392581.16127095
2605,Mar,1,Movie,Mobile,France,70429575,220504629.90821683
2606,May,3,Tv Show,Mobile,UK,76772759,235120435.91910833
2607,Apr,5,Movie,Mobile,Canada,79904542,230404599.60120153
2608,Dec,4,Series,Smart Tv,Brazil,79121094,228568607.72408232
2609,Aug,4,Movie,Smart Tv,India,73198638,230460982.2529629
2610,Oct,5,Movie,Tablet,South Korea,76724881,223789143.63505992
2611,Feb,5,Tv Show,Smart Tv,Japan,76297766,226457990.03910834
2612,Mar,4,Movie,Tablet,Brazil,76024845,234137180.91211456
2613,Oct,3,Series,Smart Tv,Canada,77116118,220000508.87618226
2614,Oct,3,Series,Smart Tv,Canada,77283517,230733266.4250371
2615,Mar,4,Series,Tablet,Canada,75991349,220307375.84098384
2616,Jan,4,Movie,Smart Tv,France,75649273,239000589.30792433
2617,Sep,5,Movie,Tablet,South Korea,77004428,236030755.03869516
2618,Mar,1,Movie,Smart Tv,USA,77711593,231618055.46273395
2619,Jan,4,Tv Show,Smart Tv,India,74410135,227907603.0219031
2620,Dec,5,Series,Smart Tv,Japan,79240548,238093201.29146683
2621,Oct,4,Tv Show,Smart Tv,South Korea,75999231,227606414.46131614
2622,Dec,2,Series,Smart Tv,Japan,71527056,222866764.27915964
2623,Jun,4,Movie,Tablet,Japan,75983734,233479003.73327878
2624,Jan,1,Movie,Mobile,Germany,79839977,224339259.55670282
2625,Mar,3,Tv Show,Smart Tv,India,70863584,225758077.65630522
2626,Aug,5,Series,Mobile,Japan,76128218,228928554.85508472
2627,Nov,3,Tv Show,Smart Tv,France,74617722,235830326.7024612
2628,Oct,3,Tv Show,Mobile,Germany,75930583,224922030.7727151
2629,Jan,3,Movie,Smart Tv,India,70547223,220631412.46793225
2630,Dec,2,Movie,Smart Tv,India,76272892,229009068.21315292
2631,Dec,2,Series,Smart Tv,Japan,78819059,223978340.5798591
2632,Jul,1,Series,Mobile,Brazil,71148067,235125873.8274942
2633,Jul,2,Movie,Mobile,Brazil,78849105,220367982.58410096
2634,Apr,2,Movie,Smart Tv,Brazil,75673135,223764146.19916663
2635,Oct,1,Tv Show,Mobile,Germany,75297534,224956158.97347426
2636,Feb,5,Tv Show,Tablet,UK,77179007,234564077.87662575
2637,Jun,3,Movie,Smart Tv,South Korea,75416159,223440937.670224
2638,Sep,1,Series,Smart Tv,Brazil,72342863,234705858.94797176
2639,Feb,1,Series,Smart Tv,Canada,77470468,229195477.68252024
2640,Jul,5,Tv Show,Tablet,Japan,73795859,234796741.5461458
2641,Feb,2,Tv Show,Smart Tv,UK,71475568,232790992.2138437
2642,Feb,4,Movie,Tablet,Germany,77957020,237315737.8781996
2643,Jun,5,Tv Show,Tablet,Germany,72488655,224576574.55564973
2644,Sep,5,Movie,Smart Tv,Brazil,74863920,237881009.63051736
2645,Oct,1,Series,Mobile,UK,75851313,227851390.24929985
2646,Jan,3,Movie,Mobile,UK,76424282,229635651.32546276
2647,Aug,2,Movie,Mobile,Brazil,76547998,232312552.75377306
2648,Aug,4,Tv Show,Mobile,UK,73631637,231989307.6065375
2649,Aug,1,Series,Smart Tv,UK,74197703,236602230.08749798
2650,Feb,5,Series,Mobile,India,76286484,232341405.26315713
2651,Sep,4,Tv Show,Smart Tv,South Korea,74234196,229577040.37724242
2652,Oct,1,Tv Show,Smart Tv,France,72404503,225863550.02437288
2653,May,1,Movie,Smart Tv,Brazil,77592707,220368687.2976198
2654,Jun,3,Series,Tablet,India,75294266,236164239.32152146
2655,Mar,3,Tv Show,Smart Tv,Germany,74514147,239004388.7735235
2656,Apr,3,Tv Show,Smart Tv,France,79399007,228173925.93457288
2657,Oct,2,Movie,Smart Tv,Canada,76602540,232995091.12358978
2658,Oct,4,Movie,Smart Tv,Brazil,75853034,232018968.50733033
2659,Oct,2,Tv Show,Smart Tv,Brazil,73496751,223821274.96368167
2660,Nov,2,Movie,Smart Tv,France,79993224,228610299.18665662
2661,Jan,4,Movie,Tablet,France,72927389,238272036.80060336
2662,Aug,3,Tv Show,Tablet,Germany,79583861,233317503.87395513
2663,Nov,1,Series,Tablet,South Korea,75173751,231112555.8573962
2664,Apr,5,Series,Tablet,Germany,71726224,233189655.45468307
2665,Jul,4,Tv Show,Smart Tv,Australia,78101441,230867662.20484382
2666,Jun,4,Movie,Smart Tv,India,70098051,221665510.9216627
2667,May,1,Series,Smart Tv,Australia,75709347,238195244.40184975
2668,Dec,1,Tv Show,Tablet,France,71526471,228900177.68125695
2669,Feb,3,Movie,Smart Tv,USA,75507752,228950489.09198526
2670,Nov,5,Series,Smart Tv,UK,76394661,225144193.24237967
2671,Nov,5,Series,Smart Tv,India,72356274,220522403.9523359
2672,Dec,3,Tv Show,Smart Tv,Australia,72764885,223466358.79337382
2673,Jan,5,Series,Mobile,France,77175078,228164496.907974
2674,Nov,1,Series,Tablet,Brazil,73531031,233146681.3494414
2675,Dec,2,Series,Mobile,Brazil,72366496,236869112.20938736
2676,Feb,3,Movie,Tablet,Brazil,73067749,234094092.12569493
2677,Apr,3,Tv Show,Smart Tv,South Korea,79928069,239115922.47367832
2678,Nov,2,Series,Smart Tv,Australia,75524982,234619287.96995962
2679,Mar,2,Series,Mobile,South Korea,73068219,223803034.34250322
2680,Dec,5,Tv Show,Tablet,France,74259105,235368445.05524015
2681,May,1,Series,Mobile,Germany,75558111,237460385.71264222
2682,Aug,1,Movie,Mobile,Brazil,71700250,231787944.66477072
2683,Aug,4,Series,Tablet,Germany,71048471,229152485.61030763
2684,Nov,2,Series,Tablet,India,78036427,227487460.9744196
2685,Sep,3,Movie,Smart Tv,South Korea,75054119,237930897.01443034
2686,Jun,3,Tv Show,Mobile,Brazil,72644285,232616689.84342036
2687,Jun,2,Tv Show,Smart Tv,Germany,77662214,231977075.0509377
2688,Jul,4,Series,Smart Tv,India,78811689,234579061.6408512
2689,Aug,1,Tv Show,Smart Tv,Germany,77338974,236972801.92693615
2690,Oct,2,Series,Tablet,UK,71189919,232463391.71634492
2691,Dec,5,Tv Show,Tablet,India,77062489,239439090.25277883
2692,Jun,2,Tv Show,Tablet,India,77589470,223239792.1758408
2693,Jun,4,Movie,Tablet,South Korea,77674148,236450987.69407326
2694,Dec,1,Movie,Smart Tv,Australia,77282699,223510580.00999618
2695,Mar,2,Tv Show,Smart Tv,Japan,71991501,238128532.29357544
2696,Apr,1,Movie,Mobile,USA,74892166,227769152.46687064
2697,Oct,4,Series,Smart Tv,Canada,73322907,228564642.04627395
2698,Oct,3,Tv Show,Tablet,USA,74781439,232045383.610736
2699,Jun,3,Tv Show,Tablet,UK,73991548,222260160.57641873
2700,Jan,2,Series,Tablet,UK,77686319,227798347.11102974
2701,Oct,5,Tv Show,Mobile,Brazil,73793349,230192780.40832543
2702,Aug,5,Movie,Mobile,South Korea,73777257,229743389.48326498
2703,Mar,4,Movie,Smart Tv,Japan,74956141,222083326.68358573
2704,Jul,4,Movie,Mobile,USA,76059466,226180176.71992707
2705,Aug,1,Tv Show,Tablet,South Korea,73947295,236476471.4955911
2706,Nov,1,Tv Show,Smart Tv,Japan,76694509,237838392.15833196
2707,Apr,2,Movie,Mobile,Australia,70298598,238786642.8250573
2708,Oct,4,Tv Show,Mobile,South Korea,73753579,235826942.96292475
2709,Aug,3,Tv Show,Smart Tv,UK,72513384,222597584.98270273
2710,Jul,5,Series,Smart Tv,UK,74424009,221966985.3896585
2711,Jan,1,Movie,Smart Tv,Germany,70016366,237344726.33202803
2712,May,2,Tv Show,Mobile,USA,71099490,232425013.03423202
2713,Feb,4,Tv Show,Smart Tv,UK,74046630,227760577.99555126
2714,Nov,3,Series,Smart Tv,France,79352467,238515881.61349967
2715,Jul,5,Tv Show,Smart Tv,Germany,78539058,224275360.46204302
2716,Aug,1,Series,Mobile,Germany,72034034,229887826.78704193
2717,Mar,2,Tv Show,Tablet,Japan,77303046,224899926.35620588
2718,Nov,2,Tv Show,Smart Tv,Brazil,76041666,225645423.2609392
2719,Feb,5,Series,Smart Tv,India,78428019,231766431.35049596
2720,Apr,2,Tv Show,Mobile,South Korea,77727724,229606284.48260263
2721,Mar,3,Tv Show,Smart Tv,USA,70748002,231748293.96173888
2722,Sep,3,Movie,Tablet,Japan,79222921,223970080.23118204
2723,Feb,2,Tv Show,Mobile,Germany,70072681,225354789.38232103
2724,Nov,4,Series,Tablet,India,77291050,227320461.70916843
2725,Sep,1,Series,Tablet,UK,74366086,225572143.54770628
2726,Jun,5,Series,Tablet,South Korea,73196114,232195803.2881741
2727,Jun,1,Series,Smart Tv,South Korea,78464970,236007004.80154425
2728,Jul,4,Tv Show,Mobile,UK,75829531,226787626.02994695
2729,Oct,2,Tv Show,Tablet,South Korea,74958121,229099960.3798928
2730,Sep,5,Movie,Mobile,USA,77923101,226383698.2614422
2731,Oct,3,Tv Show,Mobile,Japan,73607434,227133157.16180927
2732,Mar,4,Series,Smart Tv,Germany,77542820,232475541.14439198
2733,Jun,2,Tv Show,Tablet,Canada,73952379,237798374.2318579
2734,Jun,3,Movie,Smart Tv,USA,74468307,227873068.9567413
2735,Jul,3,Movie,Smart Tv,Japan,70742420,225217122.3527554
2736,Oct,3,Tv Show,Tablet,Australia,78935929,231490274.10974613
2737,Dec,4,Tv Show,Mobile,Canada,75779918,238491476.5205366
2738,Dec,1,Series,Mobile,Canada,77427216,239878299.39699537
2739,Jul,3,Series,Mobile,South Korea,73720866,222787403.12268695
2740,Feb,2,Movie,Smart Tv,India,72117189,235725831.80497003
2741,Nov,1,Tv Show,Tablet,South Korea,76393735,231132606.395616
2742,Jan,3,Tv Show,Smart Tv,UK,73350333,222340583.49478745
2743,Nov,5,Movie,Mobile,France,73665406,233522542.11653197
2744,Nov,4,Movie,Tablet,India,74776855,229173648.34896684
2745,Jul,4,Series,Tablet,India,73749319,234627757.85547045
2746,Aug,3,Movie,Smart Tv,Germany,73297864,230511897.55188814
2747,Feb,1,Movie,Smart Tv,India,76227009,230175133.83916423
2748,Mar,5,Movie,Mobile,Germany,78851388,235826434.59234262
2749,Mar,4,Tv Show,Mobile,Brazil,79092777,223175268.96993205
2750,Dec,5,Series,Smart Tv,France,70493639,224464619.83973628
2751,Jan,3,Series,Smart Tv,India,71124720,230841398.6603216
2752,Dec,5,Tv Show,Tablet,UK,79463492,238416867.24114674
2753,Apr,2,Tv Show,Mobile,Canada,70803098,232044164.74233642
2754,Sep,5,Series,Smart Tv,South Korea,77410695,225884233.39838165
2755,Aug,5,Movie,Smart Tv,India,79457050,227284312.83749768
2756,Dec,2,Tv Show,Smart Tv,France,78216890,239495980.0239097
2757,Jan,5,Movie,Mobile,Germany,71221469,228160321.43863875
2758,Mar,1,Movie,Mobile,Canada,72138211,223423618.88395023
2759,Mar,4,Movie,Mobile,Canada,78307533,238602159.05042976
2760,Jun,4,Movie,Mobile,India,73667745,220275196.07559124
